bin,mean_residual
"(-0.595, -0.211]",0.3441142412780905
"(-0.211, 0.17]",0.2564196668627353
"(0.17, 0.55]",-0.040786520197288484
"(0.55, 0.931]",0.019698442278879152
"(0.931, 1.311]",-0.03730024668868581
"(1.311, 1.692]",-0.1449555765697264
"(1.692, 2.072]",-0.010993818403816849
"(2.072, 2.453]",0.18900299697523934
"(2.453, 2.833]",-0.09564007690004125
"(2.833, 3.214]",0.07467975164535538
