bin,mean_residual
"(-0.176, 0.109]",0.5744375621738805
"(0.109, 0.391]",0.05384132800395449
"(0.391, 0.673]",-0.011128630016728714
"(0.673, 0.956]",-0.003825130466528737
"(0.956, 1.238]",0.024853751765552448
"(1.238, 1.52]",-0.2820428292167034
"(1.52, 1.803]",0.017369540372704443
"(1.803, 2.085]",0.12396076671851806
"(2.085, 2.367]",nan
"(2.367, 2.649]",-0.42312334338852137
