model_id,observations,clusters,residual_mean,residual_sd,residual_min,residual_max,fitted_min,fitted_max,leverage_mean,leverage_max,condition_number,max_vif_non_fe_predictors,cluster_size_min,cluster_size_median,cluster_size_max,convergence_status,warnings
KG_M0,6315,2221,9.001333152938719e-17,2.3557332495993544,-1.3490054249547918,6.817961752602275,1.1820382473977247,1.3490054249547918,0.0006334125098970707,0.0031446540880503172,44.552373049905455,1.6931412209365793,1,3.0,12,OLS_CLOSED_FORM_COMPLETED,
KG_M1,6314,2221,6.3649504489374826e-15,2.337111311757262,-2.42063369194712,7.55024401790904,0.09838675902505323,2.724350255107941,0.00285080772885646,0.33445474833156374,4435622.689458932,2.5182145758948553,1,3.0,12,OLS_CLOSED_FORM_COMPLETED,
KG_M2,6297,2215,3.2226616695741562e-15,2.257711892528681,-3.2135332573264996,8.116088816874308,-0.5910916745343745,3.2135332573264996,0.004287756074320886,0.33454738289710473,4453114.018091033,3.0319968804639013,1,3.0,12,OLS_CLOSED_FORM_COMPLETED,
KG_M3,1498,949,2.1373201384078847e-13,2.1504093264106907,-3.1790767749015925,7.849596682924728,-0.7794001942521224,8.000000000082139,0.023364485981316005,1.0000000000112432,13851406.884206837,372.62022793990667,1,1.0,6,OLS_CLOSED_FORM_COMPLETED,
UZ_M0,47135,2000,4.0520608331879694e-16,1.603017762567418,-1.6067961165048532,7.437071651090343,0.29999999999999827,1.6067961165048532,8.486262861992149e-05,0.10000000000000013,4994.138287496973,1.0516645750549143,1,34.0,34,OLS_CLOSED_FORM_COMPLETED,
UZ_M1,47135,2000,-7.583142416394628e-15,1.6000018964801417,-1.803243495616781,7.651238385880009,-0.07680314844494757,1.803243495616781,0.00012729394292988248,0.10004526831566439,3.774976077224921e+17,6.859914532605001,1,34.0,34,OLS_CLOSED_FORM_COMPLETED,High condition number expected with fixed-effect dummies.
UZ_M2,47135,2000,-3.7535077647307974e-15,1.5818500375343476,-2.6493282628465584,7.790814425757101,-0.17335607588920143,2.6493282628465584,0.0008274106290442348,0.1007643999743735,1.084696331654685e+17,6.8757149651468925,1,34.0,34,OLS_CLOSED_FORM_COMPLETED,High condition number expected with fixed-effect dummies.
UZ_M3,408,157,-0.00013170928976123517,0.847565003903562,-1.0060425611842043,7.10379165994493,-0.4861409397055226,1.0410745935569743,0.04168140768936743,0.5120513681587686,1.80923269062754e+29,8.056980682973649,1,2.0,15,OLS_CLOSED_FORM_COMPLETED,High condition number expected with fixed-effect dummies.
