model_id,contrast,estimate,standard_error,ci_lower,ci_upper,p_value,observations,clusters,weight_status
UZBROAD_M2,Shock association without remittances,0.5538219544303891,0.0943605184084061,0.3688787367873843,0.7387651720733939,4.378693629902841e-09,47135,2000,unweighted; popw not used
UZBROAD_M2,Shock association with remittances,0.013183362693472755,0.23843841381349926,-0.4541473409118435,0.480514066298789,0.9559070853726004,47135,2000,unweighted; popw not used
UZBROAD_M2,Remittance association without shock,-0.13816276578569184,0.05174589155274259,-0.23958284957698273,-0.03674268199440095,0.007584585413478617,47135,2000,unweighted; popw not used
UZBROAD_M2,Remittance association with shock,-0.6788013575226082,0.2600521640324095,-1.1884942331278332,-0.16910848191738315,0.009047587601731966,47135,2000,unweighted; popw not used
UZBROAD_M2,Remittance x broad-shock interaction,-0.5406385917369163,0.2555313971860551,-1.041470927140784,-0.03980625633304857,0.03436672894974779,47135,2000,unweighted; popw not used
