country,survey_name,survey_year,wave_or_round,source_file,observation_level,variable_name,variable_label,question_wording,response_categories,value_labels,unit,recall_period,missing_value_codes,proposed_concept,candidate_role,comparability_confidence,notes
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h633_1,who manages the money sent by migrants to your household?   id codes,who manages the money sent by migrants to your household?   id codes,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h633_2,who manages the money sent by migrants to your household?   id codes,who manages the money sent by migrants to your household?   id codes,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h6341c,carried by migrant(s) when visiting home  currency,carried by migrant(s) when visiting home  currency,"{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}","{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h6341s,carried by migrant(s) when visiting home  amount,carried by migrant(s) when visiting home  amount,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h635,"within the last 12 months, did any [nonhhm-migrants] send/ bring goods to this h","within the last 12 months, did any [nonhhm-migrants] send/ bring goods to this h","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,last 12 months,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h636c,how much would it cost to buy the goods sent by [hhm-migrants] here?  currency,how much would it cost to buy the goods sent by [hhm-migrants] here?  currency,"{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}","{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h636s,how much would it cost to buy the goods sent by [hhm-migrants] here?  amount,how much would it cost to buy the goods sent by [hhm-migrants] here?  amount,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h639,did you send money to any migrant who is a member of household during last 12 mo,did you send money to any migrant who is a member of household during last 12 mo,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h639_1,did you send money to any migrant who is a member of household during last 12 mo,did you send money to any migrant who is a member of household during last 12 mo,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h639_2,did you send money to any migrant who is a member of household during last 12 mo,did you send money to any migrant who is a member of household during last 12 mo,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h639_3,did you send money to any migrant who is a member of household during last 12 mo,did you send money to any migrant who is a member of household during last 12 mo,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h640_c,how much money did you send to migrants who are members of your household?  curr,how much money did you send to migrants who are members of your household?  curr,"{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}","{""1"": ""som"", ""2"": ""us-dollar"", ""3"": ""rouble"", ""4"": ""euro"", ""5"": ""other""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h640_s,how much money did you send to migrants who are members of your household?  sum,how much money did you send to migrants who are members of your household?  sum,{},{},not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_1,what did migrants spend the money on?  educational expenses,what did migrants spend the money on?  educational expenses,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_10,what did migrants spend the money on?  other,what did migrants spend the money on?  other,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_2,what did migrants spend the money on?  medical expenses,what did migrants spend the money on?  medical expenses,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_3,what did migrants spend the money on?  wedding,what did migrants spend the money on?  wedding,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_4,what did migrants spend the money on?  funeral,what did migrants spend the money on?  funeral,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_5,what did migrants spend the money on?  investment in enterprise,what did migrants spend the money on?  investment in enterprise,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_6,what did migrants spend the money on?  purchase of durable goods,what did migrants spend the money on?  purchase of durable goods,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_7,"what did migrants spend the money on?  current expenditures (food, electricity,","what did migrants spend the money on?  current expenditures (food, electricity,","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_8,what did migrants spend the money on?  helped other households,what did migrants spend the money on?  helped other households,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,migration,main predictor,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
