country,group,adult_observations,unique_households,complete_fies_observations,small_cell_status,weight_status,mean_fies_raw_score,median_fies_raw_score,any_affirmative_item_proportion,household_size_mean,age_mean,sex_composition_mean_h102,rural_or_residence_mean,households_with_children_prop_h104,remittance_amount_mean,lik_fies_item_1_affirmative_proportion,lik_fies_item_2_affirmative_proportion,lik_fies_item_3_affirmative_proportion,lik_fies_item_4_affirmative_proportion,lik_fies_item_5_affirmative_proportion,lik_fies_item_6_affirmative_proportion,lik_fies_item_7_affirmative_proportion,lik_fies_item_8_affirmative_proportion
Kyrgyzstan,"No remittance, no shock",4131,1447,4131,ADEQUATE,unweighted,1.1820382473977245,0.0,0.28830791575889614,6.265068990559187,4.693693693693693,1.52481239409344,1.638065143412737,1.0,,0.25635439360929557,0.19825708061002179,0.19002662793512468,0.1140159767610748,0.11764705882352941,0.1140159767610748,0.09828128782377149,0.093439845073832
Kyrgyzstan,"No remittance, shock",1106,381,1106,ADEQUATE,unweighted,1.349005424954792,0.0,0.3318264014466546,6.58499095840868,4.613545816733068,1.5257918552036198,1.7875226039783,0.9990958408679927,,0.27486437613019893,0.22965641952983726,0.23056057866184448,0.12929475587703435,0.1546112115732369,0.13471971066907776,0.09945750452079566,0.09584086799276673
Kyrgyzstan,"Remittance, no shock",760,281,760,ADEQUATE,unweighted,1.3342105263157895,0.0,0.37236842105263157,8.067105263157895,4.517857142857143,1.5578947368421052,1.7105263157894737,1.0,86414.06052631579,0.3131578947368421,0.22763157894736843,0.20789473684210527,0.13421052631578947,0.14078947368421052,0.12631578947368421,0.09078947368421053,0.09342105263157895
Kyrgyzstan,"Remittance, shock",318,112,318,ADEQUATE,unweighted,1.2138364779874213,0.0,0.34276729559748426,7.955974842767295,4.26595744680851,1.5849056603773586,1.8364779874213837,1.0,89653.41194968553,0.3018867924528302,0.22012578616352202,0.22012578616352202,0.12264150943396226,0.1320754716981132,0.0880503144654088,0.06289308176100629,0.0660377358490566
