model_id,term,coefficient,clustered_se,ci_lower,ci_upper,p_value,observations,clusters,r_squared,weight_status,fixed_effects
UZBROAD_M0,Intercept,0.7365736573657379,0.029792196150315878,0.6781820258907659,0.7949652888407098,0.0,47135,2000,0.002433481261831516,unweighted; popw not used,none
UZBROAD_M0,uzb_any_remittance,-0.17615830179619593,0.053335403255877205,-0.2806937712786356,-0.07162283231375627,0.0009571099076466361,47135,2000,0.002433481261831516,unweighted; popw not used,none
UZBROAD_M0,uzb_any_verified_shock,0.5808324859789723,0.0958901464345707,0.39289125249494183,0.7687737194630028,1.3845129487322083e-09,47135,2000,0.002433481261831516,unweighted; popw not used,none
UZBROAD_M0,rem_x_shock,-0.45077165107232353,0.2524523213088273,-0.9455691086511586,0.044025806506511556,0.07416867705292329,47135,2000,0.002433481261831516,unweighted; popw not used,none
UZBROAD_M1,Intercept,0.4863171069192152,0.040209848246121865,0.4075072525329953,0.5651269613054352,0.0,47135,2000,0.006166939311548658,unweighted; popw not used,none
UZBROAD_M1,uzb_any_remittance,-0.13525872064300326,0.05231547052061136,-0.23779515869766843,-0.03272228258833808,0.00972536628075571,47135,2000,0.006166939311548658,unweighted; popw not used,none
UZBROAD_M1,uzb_any_verified_shock,0.5788934527383832,0.09569262879935037,0.39133934670569615,0.7664475587710703,1.4528764857857368e-09,47135,2000,0.006166939311548658,unweighted; popw not used,none
UZBROAD_M1,rem_x_shock,-0.4742610614010327,0.2533656290135965,-0.9708485691880184,0.02232644638595299,0.06122811852507537,47135,2000,0.006166939311548658,unweighted; popw not used,none
UZBROAD_M1,hhsize,-0.04026232383463795,0.03218117892814098,-0.10333627551383356,0.022811627844557668,0.21089288459061395,47135,2000,0.006166939311548658,unweighted; popw not used,none
UZBROAD_M1,l2cu_roster_member_count,-0.00151792457916907,0.03197165237279116,-0.0641812117560743,0.06114536259773617,0.9621329004788919,47135,2000,0.006166939311548658,unweighted; popw not used,none
UZBROAD_M1,uz_child_present,0.4863171069192073,0.04020984824612155,0.40750725253298803,0.5651269613054266,0.0,47135,2000,0.006166939311548658,unweighted; popw not used,none
UZBROAD_M2,Intercept,0.9806060699816713,0.04788561330870162,0.8867519925190043,1.0744601474443385,0.0,47135,2000,0.028603182790959192,unweighted; popw not used,round fixed effects
UZBROAD_M2,uzb_any_remittance,-0.13816276578569184,0.05174589155274259,-0.23958284957698273,-0.03674268199440095,0.007584585413478617,47135,2000,0.028603182790959192,unweighted; popw not used,round fixed effects
UZBROAD_M2,uzb_any_verified_shock,0.5538219544303891,0.0943605184084061,0.3688787367873843,0.7387651720733939,4.378693629902841e-09,47135,2000,0.028603182790959192,unweighted; popw not used,round fixed effects
UZBROAD_M2,rem_x_shock,-0.5406385917369163,0.2555313971860551,-1.041470927140784,-0.03980625633304857,0.03436672894974779,47135,2000,0.028603182790959192,unweighted; popw not used,round fixed effects
